"","name","city","prim","sec","tert","quart","state","stars"
"806","First Watch","Phoenix","Breakfast & Brunch"," Cafes"," American (Traditional)",NA,"AZ",4.07281553398058
"807","First Wok","Urbana","Chinese",NA,NA,NA,"IL",3.70833333333333
"808","Fish & Chicken Corner","Charlotte","",NA,NA,NA,"NC",2
"809","Fish Market Restaurant","Phoenix","Seafood"," Sushi Bars",NA,NA,"AZ",3.25
"810","Fitness Cafe","Scottsdale","Food"," Delis"," Juice Bars & Smoothies"," Sandwiches","AZ",4.16666666666667
"811","Fitzgerald's","Middleton","Steakhouses",NA,NA,NA,"WI",3.25
"812","Five Star Tavern","Las Vegas","Arts & Entertainment"," American (Traditional)"," Bars"," Casinos, Nightlife","NV",4
"813","Five Steps II","Charlotte","American (New)",NA,NA,NA,"NC",3
"814","Flaming Wok","Madison","Chinese",NA,NA,NA,"WI",3.61764705882353
"815","Flamingo Palace","Phoenix","Chinese",NA,NA,NA,"AZ",3.688
"816","Flancer's","Gilbert","Burgers"," Pizza"," Sandwiches",NA,"AZ",4.16
"817","Flavors of India","Phoenix","Pakistani"," Indian"," Buffets",NA,"AZ",3.66883116883117
"818","Fleming's Prime Steakhouse & Wine Bar","Chandler","Wine Bars"," Bars"," Steakhouses"," Nightlife","AZ",3.86153846153846
"819","Flicka's Baja Cantina","Scottsdale","Bars"," "," Mexican"," Nightlife, Tex-Mex","AZ",3.44444444444444
"820","Flight Deck Cafe","Mesa","Cafes",NA,NA,NA,"AZ",3.65217391304348
"821","Flo's","Scottsdale","Thai"," Asian Fusion"," Chinese",NA,"AZ",3.53488372093023
"822","Florencia Pizza Bistro","Ahwatukee","Italian"," Pizza"," Sandwiches",NA,"AZ",4.31683168316832
"823","Florida Cafe Cuban Bar & Grill","Las Vegas","Bakeries"," Cuban"," Food"," Bars, Nightlife","NV",3.46575342465753
"824","Floridino's Pizza & Pasta","Chandler",""," Pizza"," Italian",NA,"AZ",3.91544117647059
"825","Floyd's Restaurant 1","Charlotte","Soul Food",NA,NA,NA,"NC",2
"826","Floyd's Restaurant II","Charlotte","African"," Southern",NA,NA,"NC",2.83333333333333
"827","Flying Saucer Draught Emporium","Charlotte","Pubs"," Bars"," American (Traditional)"," Nightlife","NC",4.01307189542484
"828","Foli's Place","Pittsburgh","American (Traditional)",NA,NA,NA,"PA",3.66666666666667
"829","Food Express Chinese Restaurant","Las Vegas","Chinese",NA,NA,NA,"NV",4.12328767123288
"830","Food Fight Inc","Madison","American (Traditional)",NA,NA,NA,"WI",3.33333333333333
"831","Food Lion","Charlotte","Food"," Delis"," Grocery",NA,"NC",3
"832","Food Lion Inc","Charlotte","Delis"," Sandwiches",NA,NA,"NC",1.66666666666667
"833","Food Shoppe","Pittsburgh","Food"," Grocery"," Sandwiches"," Delis","PA",4.4
"834","Fortune Cookie","Charlotte","Chinese",NA,NA,NA,"NC",3.67647058823529
"835","Fortune Garden Chinese Restaurant","Charlotte","Chinese",NA,NA,NA,"NC",4
"836","Forum Cafe","Scottsdale","American (New)"," Sandwiches",NA,NA,"AZ",4.28571428571429
"837","Four Peaks Brewing Co","Tempe","Bars"," Food"," Breweries"," Pubs, Nightlife, American (New)","AZ",4.3014553014553
"838","Four Peaks Grill & Tap","Scottsdale","Bars"," Food"," Breweries"," Pubs, Nightlife, American (New)","AZ",4.13759213759214
"839","Fox's Pizza Den","Pittsburgh","Food"," Juice Bars & Smoothies"," Pizza",NA,"PA",4
"840","Fox and Hound","Charlotte","Burgers"," American (Traditional)"," Pizza",NA,"NC",2.77777777777778
"841","Fox and Hound Smokehouse & Tavern","Charlotte","Bars"," "," American (Traditional)"," Sports Bars, Nightlife","NC",3.04878048780488
"842","Fox Hound Smokehouse & Tavern","Peoria","American (New)",NA,NA,NA,"AZ",4.25
"843","FOX Sports Grill","Scottsdale","Nightlife"," Bars"," American (New)"," Sports Bars","AZ",2.64
"844","Fraboni's Italian Specialties & Delicatessen","Monona","Delis"," "," Italian",NA,"WI",3.42424242424242
"845","Frank's Pizza & Wings","Phoenix","Italian"," Pizza"," Sandwiches",NA,"AZ",3.28888888888889
"846","Frank & Lupe's Old Mexico","Scottsdale","Mexican",NA,NA,NA,"AZ",3.33956386292835
"847","Frank & Shirley's Restaurant","Pittsburgh","American (Traditional)"," Diners",NA,NA,"PA",3.82352941176471
"848","Frankie's Extra Long","Pittsburgh","Sandwiches",NA,NA,NA,"PA",4.16666666666667
"849","Frankie's Italian Grille","Charlotte",""," Italian",NA,NA,"NC",3.57142857142857
"850","Frasher's Steak House & Lounge","Scottsdale","Steakhouses"," American (Traditional)",NA,NA,"AZ",3.94285714285714
"851","French Quarter","Charlotte","French",NA,NA,NA,"NC",3.3265306122449
"852","Fresh Wasabi","Glendale","Sushi Bars",NA,NA,NA,"AZ",4.234375
"853","Frida","Madison","Mexican",NA,NA,NA,"WI",2
"854","Friday's Front Row Sports Grill","Phoenix","American (Traditional)",NA,NA,NA,"AZ",3.14130434782609
"855","Frisch's","Pittsburgh","Sandwiches"," Pizza"," Chicken Wings",NA,"PA",4.26666666666667
"856","Fu Lai Chinese Restaurant","Pittsburgh","Chinese",NA,NA,NA,"PA",2.47368421052632
"857","Fuddruckers","Phoenix","Burgers",NA,NA,NA,"AZ",3.56521739130435
"858","Fuel & Fuddle","Pittsburgh","Gastropubs",NA,NA,NA,"PA",3.69364161849711
"859","Fuel Pizza Cafe","Charlotte","Pizza",NA,NA,NA,"NC",2.62376237623762
"860","Fujiyama","Charlotte","Seafood",NA,NA,NA,"NC",3.63636363636364
"861","Fujo","Charlotte","Asian Fusion"," Sushi Bars",NA,NA,"NC",3.52777777777778
"862","Full Belly Deli","Phoenix","Sandwiches",NA,NA,NA,"AZ",3.66666666666667
"863","Furio","Scottsdale","Bars"," American (New)"," Nightlife"," Lounges","AZ",3.91891891891892
"864","Fusilli's","Phoenix","Fast Food"," "," Italian",NA,"AZ",2.6
"865","Fuzzy's Chicago Style Pizza","Peoria","Pizza",NA,NA,NA,"AZ",3.32558139534884
"866","Fyfe's Corner Bistro","Madison","Steakhouses",NA,NA,NA,"WI",4
"867","Gab & Eat","Carnegie","Breakfast & Brunch"," Sandwiches",NA,NA,"PA",4.56603773584906
"868","Gaetano's Ristorante","Henderson",""," Italian",NA,NA,"NV",3.97844827586207
"869","Gallagher's","Phoenix","Nightlife"," Bars"," American (Traditional)"," Sports Bars","AZ",3.43181818181818
"870","Gallagher's Sports Grill","Phoenix","Bars"," "," American (Traditional)"," Sports Bars, Nightlife","AZ",3.02898550724638
"871","Gameworks","Tempe","Arts & Entertainment"," American (Traditional)"," Arcades",NA,"AZ",2.58571428571429
"872","Gandy Dancer Saloon","Pittsburgh","Bars"," American (New)"," Nightlife",NA,"PA",3.85714285714286
"873","Garcia's Mexican Restaurants","Tempe","Mexican",NA,NA,NA,"AZ",2.98823529411765
"874","Garcia's Pizza In a Pan","Urbana","Pizza",NA,NA,NA,"IL",3.4
"875","Garcia's Pizza In A Pan","Champaign","Pizza",NA,NA,NA,"IL",3.66666666666667
"876","Garden Express","Phoenix","Chinese",NA,NA,NA,"AZ",3
"877","Gardenia Restaurant","Charlotte","American (Traditional)"," Southern",NA,NA,"NC",4.07692307692308
"878","Garduno's Margarita Factory & Blue Agave","Paradise Valley","Mexican",NA,NA,NA,"AZ",2.25
"879","Garduno's Restaurant","Chandler","Caterers"," Mexican"," Event Planning & Services",NA,"AZ",3.5
"880","Gateway Cafe","Phoenix","Sandwiches",NA,NA,NA,"AZ",2.71428571428571
"881","Gateway Center Cafeteria","Pittsburgh","Cafeteria",NA,NA,NA,"PA",3.33333333333333
"882","Genie G's","Phoenix","American (New)",NA,NA,NA,"AZ",4.16216216216216
"883","Gennaro's Pizza & Pub","Pittsburgh","Greek"," Italian"," Pizza",NA,"PA",2.90243902439024
"884","George's Chop House","Madison","Italian"," Steakhouses",NA,NA,"WI",2.75
"885","George & Dragon II English Restaurant Pub","Phoenix","Pubs"," Bars"," American (Traditional)"," Nightlife","AZ",2.3
"886","George & Dragon Restaurant","Phoenix","Pubs"," Bars"," Nightlife"," British","AZ",3.60902255639098
"887","George & Son's Asian Cuisine","Scottsdale","Asian Fusion"," Chinese",NA,NA,"AZ",3.75694444444444
"888","Georgetowne Inn","Pittsburgh","American (Traditional)",NA,NA,NA,"PA",2.05555555555556
"889","Geovanti's","Champaign","Dive Bars"," Bars"," "," Nightlife, Italian","IL",3.23529411764706
"890","German-American Social Club of Nevada","North Las Vegas","German"," Arts & Entertainment"," "," Social Clubs","NV",3.8
"891","Gianna's Pizza","Las Vegas","Pizza",NA,NA,NA,"NV",4.12121212121212
"892","Giant Hamburgers","Mesa","Burgers",NA,NA,NA,"AZ",4.34104046242775
"893","Gino's Italian Deli","Madison","Delis"," Italian"," Pizza",NA,"WI",4.22727272727273
"894","Gino's Pizza","Phoenix","Pizza",NA,NA,NA,"AZ",3
"895","Gino's Restaurant","Madison","Italian"," Pizza",NA,NA,"WI",3.40625
"896","Ginza Korean & Japanese Restaurant","Pittsburgh","Korean"," Japanese",NA,NA,"PA",3
"897","Ginza of Tokyo","Madison","Sushi Bars"," Japanese",NA,NA,"WI",2.57777777777778
"898","Giorgio's Place","Pittsburgh","Pizza",NA,NA,NA,"PA",3.31578947368421
"899","Giovanni's Pizza & Restaurant","Pittsburgh","Pizza",NA,NA,NA,"PA",4.5
"900","Girasole Restaurant","Pittsburgh",""," Italian",NA,NA,"PA",3.65895953757225
"901","Giuseppe's on 28th","Phoenix",""," Italian",NA,NA,"AZ",3.66666666666667
"902","Glass Nickel Pizza","Madison","Italian"," Pizza"," Vegetarian",NA,"WI",3.63829787234043
"903","Glass Nickel Pizza Co","Madison","Italian"," Pizza"," Sandwiches",NA,"WI",3.31818181818182
"904","Go Go China","Phoenix","Chinese",NA,NA,NA,"AZ",2.22857142857143
"905","Gold Rush Casino and Cafe'","Henderson","Arts & Entertainment"," Casinos"," American (Traditional)",NA,"NV",3.45454545454545
"906","Golden Bowl Chinese Food","Phoenix","Chinese",NA,NA,NA,"AZ",3.4
"907","Golden Canyon Oriental","Mesa","Chinese",NA,NA,NA,"AZ",3.5
"908","Golden China","Apache Junction","Chinese",NA,NA,NA,"AZ",2.58823529411765
"909","Golden Coin","Phoenix","Buffets"," Chinese",NA,NA,"AZ",2.55
"910","Golden Corral","Charlotte","Buffets",NA,NA,NA,"NC",2.53333333333333
"911","Golden Dragon","Glendale","Chinese",NA,NA,NA,"AZ",3.34375
"912","Golden Egg Roll","Tempe","Chinese",NA,NA,NA,"AZ",3.44927536231884
"913","Golden Flower Chinese Cuisine","Las Vegas","Chinese",NA,NA,NA,"NV",4.11811023622047
"914","Golden Gate Chinese Restaurant","Mesa","Chinese",NA,NA,NA,"AZ",4.07079646017699
"915","Golden Gate Express","Charlotte","Chinese",NA,NA,NA,"NC",3.33333333333333
"916","Golden Moon Palace Restaurant","Phoenix","Chinese",NA,NA,NA,"AZ",3.22222222222222
"917","Golden Nugget Chinese Buffet","Phoenix","Chinese",NA,NA,NA,"AZ",3.16666666666667
"918","Golden Palace Buffet","Pittsburgh","Buffets"," Chinese",NA,NA,"PA",3.16
"919","Golden Palace Chinese Restaurant","Pittsburgh","Chinese",NA,NA,NA,"PA",1.88888888888889
"920","Golden Panda","Phoenix","Fast Food"," Chinese",NA,NA,"AZ",3.8
"921","Golden Rice Express","Glendale","Chinese",NA,NA,NA,"AZ",3.36
"922","Golden Steer Steakhouse","Las Vegas","Steakhouses",NA,NA,NA,"NV",3.78571428571429
"923","Golden Valley Chinese Restaurant","Mesa","Chinese",NA,NA,NA,"AZ",4.32
"924","Golden Wok Chinese Restaurant","Phoenix","Chinese",NA,NA,NA,"AZ",3.64102564102564
"925","Goldie's Neighborhood Sports Cafe","Scottsdale","Bars"," "," American (Traditional)"," Sports Bars, Nightlife","AZ",3.71875
"926","Goldmans Deli","Scottsdale","Breakfast & Brunch"," Delis"," Sandwiches",NA,"AZ",3.71084337349398
"927","Good China Restaurant","Phoenix","Chinese",NA,NA,NA,"AZ",3.97777777777778
"928","Good Ol' Days","Charlotte","Breakfast & Brunch"," American (Traditional)"," Diners",NA,"NC",2.85714285714286
"929","Goodcents Subs & Pastas","Phoenix","Fast Food",NA,NA,NA,"AZ",3.96969696969697
"930","Gorditas El Tio","Phoenix","Mexican",NA,NA,NA,"AZ",3.75
"931","Gordon Biersch","Tempe","Bars"," Food"," Breweries"," Nightlife, American (New), Sports Bars","AZ",3.24215246636771
"932","Gorman's Pub","Pittsburgh","",NA,NA,NA,"PA",4.5
"933","Got Sushi","Mesa","Japanese",NA,NA,NA,"AZ",3.89041095890411
"934","Gourmet House Of Hong Kong","Phoenix","Chinese",NA,NA,NA,"AZ",3.55056179775281
"935","Graduate Food & Pub","Charlotte","Bars"," American (Traditional)"," Nightlife",NA,"NC",3.25
"936","Gran Canal Caffe","Sharpsburg","Italian"," Cafes",NA,NA,"PA",4.5
"937","Grand China","North Las Vegas","Chinese",NA,NA,NA,"NV",3.4
"938","Grand China Fine Chinese Cuisine","Las Vegas","Chinese",NA,NA,NA,"NV",2.8
"939","Grand China Restaurant","Middleton","Chinese",NA,NA,NA,"WI",3.63636363636364
"940","Grand Concourse Restaurant","Pittsburgh","Seafood"," Breakfast & Brunch",NA,NA,"PA",3.66137566137566
"941","Grand Dragon","Glendale","Chinese",NA,NA,NA,"AZ",3.975
"942","Grande Pizza","Peoria","Pizza",NA,NA,NA,"AZ",3.81481481481481
"943","Grandma's Country Kitchen","Charlotte","Southern",NA,NA,NA,"NC",3.75
"944","Grandma's Kitchen","Mesa","Breakfast & Brunch"," American (Traditional)",NA,NA,"AZ",2.61764705882353
"945","Grandpa's Pizza","Phoenix","Pizza",NA,NA,NA,"AZ",3.90909090909091
"946","Grandview Saloon","Pittsburgh","Bars"," Seafood"," Wine Bars"," Nightlife, Steakhouses","PA",3.57352941176471
"947","Grant Bar","Pittsburgh","American (Traditional)",NA,NA,NA,"PA",3.83333333333333
"948","Grape Street","Las Vegas","Wine Bars"," Bars"," "," Nightlife, Italian","NV",3.62109375
"949","Graziano's Pizzeria","Pittsburgh","Pizza",NA,NA,NA,"PA",3.48611111111111
"950","Grazie","Scottsdale","Bars"," Wine Bars"," Nightlife"," Italian, Pizza","AZ",3.53497942386831
"951","Great China","Indian Trail","Chinese",NA,NA,NA,"NC",3
"952","Great Steak","Henderson","Cheesesteaks"," Sandwiches",NA,NA,"NV",2
"953","Great Wall Buffet","Glendale","Buffets"," Chinese",NA,NA,"AZ",2.51851851851852
"954","Great Wall Buffet Two Corporation","Phoenix","Chinese",NA,NA,NA,"AZ",2.66666666666667
"955","Great Wall Chinese Food","Pittsburgh","Chinese",NA,NA,NA,"PA",2.5
"956","Great Wall Cuisine","Phoenix","Cantonese"," Dim Sum"," Chinese",NA,"AZ",3.57142857142857
"957","Greek Wraps","Peoria","Greek"," Mediterranean",NA,NA,"AZ",4.54849498327759
"958","Greekfest Restaurant","Phoenix","Greek"," Mediterranean",NA,NA,"AZ",3.67857142857143
"959","Green's Lunch","Charlotte","Hot Dogs",NA,NA,NA,"NC",3.48648648648649
"960","Green Forest Family Restaurant","Monona","Breakfast & Brunch"," American (Traditional)"," Comfort Food",NA,"WI",4
"961","Green Front Inn","Pittsburgh","American (Traditional)",NA,NA,NA,"PA",3.55555555555556
"962","Green Garden","Pittsburgh","Chinese",NA,NA,NA,"PA",2.625
"963","Green Lantern Restaurant","Mc Farland","American (Traditional)",NA,NA,NA,"WI",3.5
"964","Green New American Vegetarian","Tempe","Vegetarian"," Gluten-Free"," Vegan",NA,"AZ",4.34025974025974
"965","Greenbush Bar","Madison",""," Pizza"," Italian",NA,"WI",3.96610169491525
"966","Greenway Grill & Deli","Scottsdale","Delis"," Sandwiches",NA,NA,"AZ",2.72727272727273
"967","Greg's Bar B Q","Matthews","Barbeque",NA,NA,NA,"NC",2.875
"968","Greystone Restaurant Tap Room","Charlotte","Southern",NA,NA,NA,"NC",2.8
"969","Griddlecakes","Las Vegas","Breakfast & Brunch",NA,NA,NA,"NV",2.85454545454545
"970","Griff's Restaurant & Frozen Custard","Madison","Food"," Ice Cream & Frozen Yogurt",NA,NA,"WI",2.66666666666667
"971","Grilled Expedition On Mill Cafe","Tempe","American (New)",NA,NA,NA,"AZ",3.2
"972","Grimaldi's Pizzeria","Scottsdale","Pizza",NA,NA,NA,"AZ",4.14947368421053
"973","Grinders Coffee Company","Phoenix","Food"," Coffee & Tea"," Sandwiches",NA,"AZ",4.02702702702703
"974","Groceria Italiana","Pittsburgh","Food"," Grocery"," Delis",NA,"PA",4.54545454545455
"975","Groceria Merante","Pittsburgh","Grocery"," Food"," Ethnic Food"," Specialty Food, Sandwiches","PA",4.76470588235294
"976","Ground Zero","Madison","Food"," Coffee & Tea"," Cafes",NA,"WI",4.27659574468085
"977","Guanaquito Restaurant","Phoenix","Latin American"," Salvadoran",NA,NA,"AZ",4.3013698630137
"978","Guedo's Cantina Grille","Chandler","Mexican",NA,NA,NA,"AZ",3.36082474226804
"979","Guedo's Taco Shop","Gilbert","Fast Food"," Mexican",NA,NA,"AZ",3
"980","Guido's Chicago Meat & Deli","Scottsdale",""," Pizza"," Italian",NA,"AZ",4.03092783505155
"981","Gullifty's Restaurant","Pittsburgh","Food"," Desserts"," American (New)",NA,"PA",3.18965517241379
"982","Gumby's Pizza","Madison","Pizza",NA,NA,NA,"WI",3.375
"983","Gus's New York Pizza","Tempe","Pizza",NA,NA,NA,"AZ",2.15748031496063
"984","Gus's SIR Beef Restaurant","Charlotte","Southern",NA,NA,NA,"NC",3.13333333333333
"985","Gyro's House","Phoenix","Greek"," Mediterranean",NA,NA,"AZ",3.74603174603175
"986","Gyro Time Restaurant","Las Vegas","Greek"," Mediterranean",NA,NA,"NV",3.82051282051282
"987","Gyros Express","Scottsdale","Greek"," Mediterranean",NA,NA,"AZ",4.07462686567164
"988","Gyros Place","Mesa","Greek",NA,NA,NA,"AZ",4.25531914893617
"989","Ha Ha China","Fountain Hills","Chinese",NA,NA,NA,"AZ",3.33333333333333
"990","Habib's Persian Cuisine","Las Vegas","Persian/Iranian"," Middle Eastern",NA,NA,"NV",3.4047619047619
"991","Hacienda Restaurant","Phoenix","Mexican",NA,NA,NA,"AZ",3
"992","Hacker's Grill","Apache Junction","American (Traditional)",NA,NA,NA,"AZ",3.60869565217391
"993","Haji-Baba","Tempe","Middle Eastern",NA,NA,NA,"AZ",4.38133874239351
"994","Halverson's Supper Club","Stoughton","American (Traditional)",NA,NA,NA,"WI",3.45454545454545
"995","Hambone's Pub","Pittsburgh","Pubs"," Bars"," American (New)"," Nightlife","PA",3.325
"996","Hambone Sports Bar and Grill","Mesa","Bars"," American (Traditional)"," Nightlife",NA,"AZ",3.94736842105263
"997","Hamburger Hut 'N' Market","North Las Vegas","Burgers",NA,NA,NA,"NV",3.64383561643836
"998","Hanaya Garden","Charlotte","Japanese",NA,NA,NA,"NC",4.06666666666667
"999","Handlebar-J","Scottsdale","Country Dance Halls"," Bars"," Nightlife"," Barbeque","AZ",3.6865671641791
"1000","Hangar Cafe","Chandler","Breakfast & Brunch",NA,NA,NA,"AZ",3.94285714285714
"1001","Hanlon's Cafe","Pittsburgh","American (Traditional)",NA,NA,NA,"PA",3.08888888888889
"1002","Hap's Pit Barbecue","Phoenix","Barbeque",NA,NA,NA,"AZ",3.51648351648352
"1003","Hap's Pit Barbeque","Phoenix","Barbeque",NA,NA,NA,"AZ",4.5
"1004","Happy Food","Phoenix","Chinese",NA,NA,NA,"AZ",4.26666666666667
"1005","Happy Food Restaurant","Mesa","",NA,NA,NA,"AZ",3
"1006","Happy Wok","Madison","Chinese",NA,NA,NA,"WI",3.56666666666667
"1007","Hard Hat Lounge","Las Vegas","Dive Bars"," Bars"," "," Nightlife, Gastropubs","NV",3.61538461538462
"1008","Hard Rock Café","Phoenix","Arts & Entertainment"," Music Venues"," Burgers"," Nightlife, American (New)","AZ",3.05405405405405
"1009","Hardee's","Charlotte","Burgers"," Fast Food"," Hot Dogs",NA,"NC",3.20454545454545
"1010","Hardee's of Fort Mill","Fort Mill","",NA,NA,NA,"SC",2
"1011","Harlow's Cafe","Tempe","Burgers"," Breakfast & Brunch"," American (Traditional)",NA,"AZ",3.85245901639344
"1012","Harmony Bar & Grill","Madison","Dive Bars"," Bars"," American (Traditional)"," Nightlife","WI",3.76190476190476
"1013","Harper's Restaurant","Charlotte","Breakfast & Brunch"," American (Traditional)",NA,NA,"NC",3.19
"1014","Harper's ToGoGo","Charlotte","American (Traditional)",NA,NA,NA,"NC",3.5
"1015","Harrigan's Gourmet Deli","Charlotte","Delis",NA,NA,NA,"NC",4.2
"1016","Harris Grill","Pittsburgh","Bars"," American (Traditional)"," Nightlife",NA,"PA",3.67420814479638
"1017","Hartigan's Irish Pub","Charlotte","Pubs"," Bars"," American (Traditional)"," Nightlife","NC",3.05555555555556
"1018","Harvey's Wineburger","Phoenix","Bars"," Sports Bars"," Burgers"," Nightlife, Chicken Wings","AZ",3.87596899224806
"1019","Havana Cafe","Phoenix","Cuban"," Caribbean",NA,NA,"AZ",3.49671052631579
"1020","Hawaiian Hale","Las Vegas","Hawaiian",NA,NA,NA,"NV",4.16666666666667
"1021","Hawk's Bar & Grill","Madison","Bars"," "," American (Traditional)"," Sports Bars, Nightlife","WI",2.91111111111111
"1022","Headquarters Cafe","Maricopa","Breakfast & Brunch"," American (Traditional)"," Mexican",NA,"AZ",3.0625
"1023","Heinz USA","Pittsburgh","",NA,NA,NA,"PA",4.66666666666667
"1024","Hemingway's Cafe","Pittsburgh","Dive Bars"," Bars"," American (Traditional)"," Nightlife","PA",3.43373493975904
"1025","Henry's American Grill","Henderson","American (Traditional)"," Barbeque",NA,NA,"NV",3.86363636363636
"1026","Hibachi Grill","Charlotte","Japanese",NA,NA,NA,"NC",2.91666666666667
